date,state,city,city_ibge_code,place_type,confirmed,deaths,is_last,estimated_population_2019,confirmed_per_100k_inhabitants,death_rate
4/17/20,SP,Francisco Morato,3516309,city,21,1,TRUE,175844,11.9424,0.0476
4/17/20,SP,Franco da Rocha,3516408,city,52,2,TRUE,154489,33.65935,0.0385
4/17/20,SP,Garça,3516705,city,1,0,TRUE,44390,2.25276,
4/17/20,SP,Guararapes,3518206,city,3,0,TRUE,32939,9.10774,
4/17/20,SP,Guararema,3518305,city,2,0,TRUE,29798,6.71186,
4/17/20,SP,Guaratinguetá,3518404,city,1,0,TRUE,121798,0.82103,
4/17/20,SP,Guarujá,3518701,city,27,2,TRUE,320459,8.42541,0.0741
4/17/20,SP,Guarulhos,3518800,city,295,28,TRUE,1379182,21.38949,0.0949
4/17/20,SP,Hortolândia,3519071,city,7,0,TRUE,230851,3.03226,
4/17/20,SP,Ibirá,3519402,city,1,0,TRUE,12393,8.06907,
4/17/20,SP,Ibiúna,3519709,city,3,0,TRUE,78878,3.80334,
4/17/20,SP,Igarapava,3520103,city,1,0,TRUE,30432,3.28601,
4/17/20,SP,Igaratá,3520202,city,1,0,TRUE,9534,10.48878,
4/17/20,SP,Ilhabela,3520400,city,3,0,TRUE,34970,8.57878,
4/17/20,SP,Ilha Comprida,3520426,city,12,0,TRUE,11166,107.4691,
4/17/20,SP,Ilha Solteira,3520442,city,1,0,TRUE,26686,3.74728,
4/17/20,SP,Indaiatuba,3520509,city,9,0,TRUE,251627,3.57672,
4/17/20,SP,Iracemápolis,3521408,city,1,0,TRUE,24235,4.12626,
4/17/20,SP,Itanhaém,3522109,city,3,0,TRUE,101816,2.94649,
4/17/20,SP,Itapecerica da Serra,3522208,city,42,1,TRUE,175693,23.90533,0.0238
4/17/20,SP,Itapetininga,3522307,city,6,1,TRUE,163901,3.66075,0.1667
4/17/20,SP,Itapeva,3522406,city,1,0,TRUE,94354,1.05984,
4/17/20,SP,Itapevi,3522505,city,29,5,TRUE,237700,12.20025,0.1724
4/17/20,SP,Itapira,3522604,city,14,3,TRUE,74773,18.72334,0.2143
4/17/20,SP,Itaquaquecetuba,3523107,city,47,0,TRUE,370821,12.67458,
4/17/20,SP,Itararé,3523206,city,1,0,TRUE,50503,1.98008,
4/17/20,SP,Itatiba,3523404,city,2,1,TRUE,120858,1.65483,0.5
4/17/20,SP,Itatinga,3523503,city,1,0,TRUE,20697,4.83162,
4/17/20,SP,Itu,3523909,city,5,0,TRUE,173939,2.87457,
4/17/20,SP,Itupeva,3524006,city,2,0,TRUE,61252,3.2652,
4/17/20,SP,Jaboticabal,3524303,city,7,2,TRUE,77263,9.05996,0.2857
4/17/20,SP,Jacareí,3524402,city,17,0,TRUE,233662,7.27547,
4/17/20,SP,Jaci,3524501,city,2,0,TRUE,7067,28.30055,
4/17/20,SP,Jaguariúna,3524709,city,2,0,TRUE,57488,3.47899,
4/17/20,SP,Jales,3524808,city,2,0,TRUE,49107,4.07274,
4/17/20,SP,Jandira,3525003,city,11,1,TRUE,124937,8.80444,0.0909
4/17/20,SP,Jardinópolis,3525102,city,4,0,TRUE,44380,9.01307,
4/17/20,SP,Jaú,3525300,city,3,0,TRUE,150252,1.99665,
4/17/20,SP,Joanópolis,3525508,city,1,0,TRUE,13220,7.5643,
4/17/20,SP,José Bonifácio,3525706,city,2,0,TRUE,37015,5.40321,
4/17/20,SP,Jundiaí,3525904,city,38,4,TRUE,418962,9.07003,0.1053
4/17/20,SP,Juquitiba,3526209,city,1,1,TRUE,31444,3.18026,1
4/17/20,SP,Laranjal Paulista,3526407,city,5,2,TRUE,28516,17.53402,0.4
4/17/20,SP,Leme,3526704,city,3,2,TRUE,103391,2.90161,0.6667
4/17/20,SP,Lençóis Paulista,3526803,city,3,0,TRUE,68432,4.38391,
4/17/20,SP,Limeira,3526902,city,8,1,TRUE,306114,2.61341,0.125
4/17/20,SP,Lins,3527108,city,2,2,TRUE,78013,2.56368,1
4/17/20,SP,Lorena,3527207,city,1,0,TRUE,88706,1.12732,
4/17/20,SP,Louveira,3527306,city,1,0,TRUE,48885,2.04562,
4/17/20,SP,Macatuba,3528007,city,1,0,TRUE,17163,5.82649,
4/17/20,SP,Mairinque,3528403,city,1,0,TRUE,47150,2.12089,
4/17/20,SP,Mairiporã,3528502,city,10,2,TRUE,100179,9.98213,0.2
4/17/20,SP,Marília,3529005,city,8,1,TRUE,238882,3.34893,0.125
4/17/20,SP,Matão,3529302,city,3,0,TRUE,83170,3.60707,
4/17/20,SP,Mauá,3529401,city,77,4,TRUE,472912,16.2821,0.0519
4/17/20,SP,Mineiros do Tietê,3529807,city,2,1,TRUE,12908,15.49427,0.5
4/17/20,SP,Mirassol,3530300,city,5,0,TRUE,59824,8.35785,
4/17/20,SP,Mococa,3530508,city,2,1,TRUE,68885,2.90339,0.5
4/17/20,SP,Mogi das Cruzes,3530607,city,107,7,TRUE,445842,23.99953,0.0654
4/17/20,SP,Mogi Guaçu,3530706,city,8,1,TRUE,151888,5.26704,0.125
4/17/20,SP,Mogi Mirim,3530805,city,1,0,TRUE,93189,1.07309,
4/17/20,SP,Mongaguá,3531100,city,2,1,TRUE,56702,3.52721,0.5
4/17/20,SP,Monte Alto,3531308,city,6,1,TRUE,50498,11.88166,0.1667
4/17/20,SP,Monte Mor,3531803,city,1,0,TRUE,59772,1.67302,
4/17/20,SP,Morro Agudo,3531902,city,2,0,TRUE,32968,6.06649,
4/17/20,SP,Morungaba,3532009,city,4,0,TRUE,13622,29.36426,
4/17/20,SP,Nhandeara,3532603,city,1,1,TRUE,11478,8.71232,1
4/17/20,SP,Nova Odessa,3533403,city,1,0,TRUE,60174,1.66185,
4/17/20,SP,Olímpia,3533908,city,4,0,TRUE,54772,7.303,
4/17/20,SP,Orlândia,3534302,city,4,0,TRUE,44028,9.08513,
4/17/20,SP,Osasco,3534401,city,224,20,TRUE,698418,32.07248,0.0893
4/17/20,SP,Ourinhos,3534708,city,7,0,TRUE,113542,6.16512,
4/17/20,SP,Pariquera-Açu,3536208,city,3,0,TRUE,19648,15.26873,
4/17/20,SP,Paulínia,3536505,city,8,0,TRUE,109424,7.31101,
4/17/20,SP,Paulistânia,3536570,city,1,0,TRUE,1833,54.55537,
4/17/20,SP,Pederneiras,3536703,city,1,0,TRUE,46687,2.14192,
4/17/20,SP,Pedra Bela,3536802,city,1,0,TRUE,6093,16.41228,
4/17/20,SP,Penápolis,3537305,city,1,1,TRUE,63407,1.57711,1
4/17/20,SP,Peruíbe,3537602,city,4,0,TRUE,68284,5.85789,
4/17/20,SP,Pilar do Sul,3537909,city,3,0,TRUE,29185,10.27925,
4/17/20,SP,Pindamonhangaba,3538006,city,2,1,TRUE,168328,1.18816,0.5
4/17/20,SP,Pindorama,3538105,city,2,0,TRUE,17049,11.73089,
4/17/20,SP,Piracaia,3538600,city,1,0,TRUE,27303,3.6626,
4/17/20,SP,Piracicaba,3538709,city,19,2,TRUE,404142,4.70132,0.1053
4/17/20,SP,Pirajuí,3538907,city,1,0,TRUE,25492,3.9228,
4/17/20,SP,Piratininga,3539400,city,3,0,TRUE,13636,22.00059,
4/17/20,SP,Poá,3539806,city,22,3,TRUE,117452,18.73106,0.1364
4/17/20,SP,Pontal,3540200,city,4,0,TRUE,49961,8.00624,
4/17/20,SP,Porto Feliz,3540606,city,1,0,TRUE,53098,1.88331,
4/17/20,SP,Porto Ferreira,3540705,city,2,1,TRUE,56150,3.56189,0.5
4/17/20,SP,Praia Grande,3541000,city,46,7,TRUE,325073,14.15067,0.1522
4/17/20,SP,Pratânia,3541059,city,2,0,TRUE,5261,38.01559,
4/17/20,SP,Presidente Prudente,3541406,city,6,2,TRUE,228743,2.62303,0.3333
4/17/20,SP,Presidente Venceslau,3541505,city,8,3,TRUE,39516,20.24496,0.375
4/17/20,SP,Promissão,3541604,city,2,0,TRUE,40432,4.94658,
4/17/20,SP,Rancharia,3542206,city,1,0,TRUE,29707,3.36621,
4/17/20,SP,Registro,3542602,city,1,1,TRUE,56322,1.77551,1
4/17/20,SP,Ribeirão Pires,3543303,city,28,0,TRUE,123393,22.69172,
4/17/20,SP,Ribeirão Preto,3543402,city,72,5,TRUE,703293,10.23755,0.0694
4/17/20,SP,Rincão,3543709,city,1,0,TRUE,10799,9.26012,
4/17/20,SP,Rinópolis,3543808,city,1,0,TRUE,9981,10.01904,
4/17/20,SP,Rio Claro,3543907,city,12,3,TRUE,206424,5.81328,0.25
4/17/20,SP,Rio Grande da Serra,3544103,city,7,0,TRUE,50846,13.76706,
4/17/20,SP,Salto,3545209,city,4,0,TRUE,118663,3.37089,
4/17/20,SP,Salto de Pirapora,3545308,city,6,0,TRUE,45422,13.20946,
4/17/20,SP,Santa Bárbara d'Oeste,3545803,city,2,0,TRUE,193475,1.03373,
4/17/20,SP,Santa Branca,3546009,city,2,1,TRUE,14788,13.52448,0.5
4/17/20,SP,Santa Cruz do Rio Pardo,3546405,city,4,0,TRUE,47673,8.39049,
4/17/20,SP,Santa Gertrudes,3546702,city,1,0,TRUE,26898,3.71775,
4/17/20,SP,Santa Isabel,3546801,city,3,1,TRUE,57386,5.22776,0.3333
4/17/20,SP,Santa Lúcia,3546900,city,3,0,TRUE,8817,34.02518,
4/17/20,SP,Santana de Parnaíba,3547304,city,53,0,TRUE,139447,38.00727,
4/17/20,SP,Santo André,3547809,city,222,10,TRUE,718773,30.88597,0.045
4/17/20,SP,Santo Antônio da Alegria,3547908,city,1,1,TRUE,6929,14.4321,1
4/17/20,SP,Santos,3548500,city,276,19,TRUE,433311,63.69559,0.0688
4/17/20,SP,São Bernardo do Campo,3548708,city,281,17,TRUE,838936,33.49481,0.0605
4/17/20,SP,São Caetano do Sul,3548807,city,94,4,TRUE,161127,58.33907,0.0426
4/17/20,SP,São Carlos,3548906,city,6,2,TRUE,251983,2.38111,0.3333
4/17/20,SP,São João da Boa Vista,3549102,city,4,0,TRUE,91211,4.38544,
4/17/20,SP,São Joaquim da Barra,3549409,city,2,0,TRUE,51888,3.85446,
4/17/20,SP,São José do Rio Pardo,3549706,city,1,0,TRUE,54946,1.81997,
4/17/20,SP,São José do Rio Preto,3549805,city,68,4,TRUE,460671,14.76108,0.0588
4/17/20,SP,São José dos Campos,3549904,city,135,3,TRUE,721944,18.69951,0.0222
4/17/20,SP,São Manuel,3550100,city,3,1,TRUE,40954,7.32529,0.3333
4/17/20,SP,São Miguel Arcanjo,3550209,city,2,0,TRUE,32931,6.0733,
4/17/20,SP,São Paulo,3550308,city,8744,643,TRUE,12252023,71.36781,0.0735
4/17/20,SP,São Pedro,3550407,city,1,0,TRUE,35653,2.80481,
4/17/20,SP,São Roque,3550605,city,5,0,TRUE,91016,5.49354,
4/17/20,SP,São Sebastião,3550704,city,6,2,TRUE,88980,6.74309,0.3333
4/17/20,SP,São Vicente,3551009,city,39,0,TRUE,365798,10.66162,
4/17/20,SP,Sertãozinho,3551702,city,8,1,TRUE,125815,6.35854,0.125
4/17/20,SP,Sorocaba,3552205,city,39,6,TRUE,679378,5.74055,0.1538
4/17/20,SP,Sumaré,3552403,city,5,0,TRUE,282441,1.77028,
4/17/20,SP,Suzano,3552502,city,74,6,TRUE,297637,24.8625,0.0811
4/17/20,SP,Taboão da Serra,3552809,city,110,6,TRUE,289664,37.97503,0.0545
4/17/20,SP,Taiaçu,3553104,city,2,0,TRUE,6295,31.77125,
4/17/20,SP,Tanabi,3553401,city,1,0,TRUE,25967,3.85104,
4/17/20,SP,Tatuí,3554003,city,6,0,TRUE,121766,4.92748,
4/17/20,SP,Taubaté,3554102,city,6,0,TRUE,314924,1.90522,
4/17/20,SP,Terra Roxa,3554409,city,1,0,TRUE,9370,10.67236,
4/17/20,SP,Tupã,3555000,city,2,0,TRUE,65524,3.05232,
4/17/20,SP,Ubatuba,3555406,city,2,0,TRUE,90799,2.20267,
4/17/20,SP,Valinhos,3556206,city,6,1,TRUE,129193,4.64421,0.1667
4/17/20,SP,Vargem Grande Paulista,3556453,city,9,3,TRUE,52597,17.11124,0.3333
4/17/20,SP,Várzea Paulista,3556503,city,2,0,TRUE,121838,1.64152,
4/17/20,SP,Vinhedo,3556701,city,12,0,TRUE,78728,15.24235,
4/17/20,SP,Votorantim,3557006,city,4,1,TRUE,122480,3.26584,0.25
4/17/20,SP,Votuporanga,3557105,city,6,0,TRUE,94547,6.34605,
4/17/20,TO,Araguaína,1702109,city,5,0,TRUE,180470,2.77054,
4/17/20,TO,Cariri do Tocantins,1703867,city,1,0,TRUE,4382,22.82063,
4/17/20,TO,Dianópolis,1707009,city,1,0,TRUE,22139,4.51692,
4/17/20,TO,Gurupi,1709500,city,1,0,TRUE,86647,1.15411,
4/17/20,TO,Palmas,1721000,city,22,1,TRUE,299127,7.35474,0.0455
4/17/20,TO,Paraíso do Tocantins,1716109,city,1,0,TRUE,51252,1.95114,
4/17/20,TO,Tocantinópolis,1721208,city,1,0,TRUE,22870,4.37254,
4/16/20,CE,Massapê,2308005,city,1,0,TRUE,38737,2.58151,
4/16/20,PR,Almirante Tamandaré,4100400,city,6,0,TRUE,118623,5.05804,
4/16/20,PR,Apucarana,4101408,city,8,0,TRUE,134996,5.9261,
4/16/20,PR,Arapongas,4101507,city,12,1,TRUE,123027,9.75396,0.0833
4/16/20,PR,Araruna,4101705,city,8,0,TRUE,13970,57.26557,
4/16/20,PR,Araucária,4101804,city,5,0,TRUE,143843,3.47601,
4/16/20,PR,Assaí,4101903,city,1,0,TRUE,15119,6.61419,
4/16/20,PR,Assis Chateaubriand,4102000,city,8,0,TRUE,33362,23.97938,
4/16/20,PR,Balsa Nova,4102307,city,5,0,TRUE,12941,38.63689,
4/16/20,PR,Bandeirantes,4102406,city,3,0,TRUE,31367,9.56419,
4/16/20,PR,Cambé,4103701,city,4,0,TRUE,106533,3.75471,
4/16/20,PR,Campina da Lagoa,4103909,city,1,1,TRUE,14202,7.04126,1
4/16/20,PR,Campina Grande do Sul,4104006,city,3,0,TRUE,43288,6.93033,
4/16/20,PR,Campo Largo,4104204,city,13,2,TRUE,132002,9.84834,0.1538
4/16/20,PR,Campo Magro,4104253,city,1,0,TRUE,29318,3.41087,
4/16/20,PR,Campo Mourão,4104303,city,21,4,TRUE,94859,22.13812,0.1905
4/16/20,PR,Cascavel,4104808,city,59,2,TRUE,328454,17.96294,0.0339
4/16/20,PR,Castro,4104907,city,2,0,TRUE,71484,2.79783,
4/16/20,PR,Chopinzinho,4105409,city,1,0,TRUE,19254,5.19373,
4/16/20,PR,Cianorte,4105508,city,14,1,TRUE,82620,16.94505,0.0714
4/16/20,PR,Colombo,4105805,city,8,0,TRUE,243726,3.28237,
4/16/20,PR,Contenda,4106209,city,1,0,TRUE,18584,5.38097,
4/16/20,PR,Cornélio Procópio,4106407,city,1,0,TRUE,47845,2.09008,
4/16/20,PR,Curitiba,4106902,city,320,8,TRUE,1933105,16.55368,0.025
4/16/20,PR,Faxinal,4107603,city,1,0,TRUE,17251,5.79677,
4/16/20,PR,Fazenda Rio Grande,4107652,city,5,0,TRUE,100209,4.98957,
4/16/20,PR,Foz do Iguaçu,4108304,city,36,0,TRUE,258532,13.92478,
4/16/20,PR,Francisco Beltrão,4108403,city,1,0,TRUE,91093,1.09778,
4/16/20,PR,Goioerê,4108601,city,3,0,TRUE,28884,10.38637,
4/16/20,PR,Guaíra,4108809,city,3,1,TRUE,33119,9.05824,0.3333
4/16/20,PR,Guairaçá,4108908,city,1,0,TRUE,6581,15.19526,
4/16/20,PR,Guaraniaçu,4109302,city,5,0,TRUE,12472,40.0898,
4/16/20,PR,Guarapuava,4109401,city,1,0,TRUE,181504,0.55095,
4/16/20,PR,Ibaiti,4109708,city,1,0,TRUE,31364,3.18837,
4/16/20,PR,Ibema,4109757,city,11,0,TRUE,6352,173.1738,
4/16/20,PR,Iretama,4110805,city,1,1,TRUE,10169,9.83381,1
4/16/20,PR,Ivaiporã,4111506,city,3,1,TRUE,31984,9.37969,0.3333
4/16/20,PR,Jataizinho,4112702,city,2,0,TRUE,12588,15.88815,
4/16/20,PR,Jussara,4113007,city,1,1,TRUE,7013,14.25923,1
4/16/20,PR,Lapa,4113205,city,2,0,TRUE,48163,4.15257,
4/16/20,PR,Leópolis,4113403,city,1,0,TRUE,3954,25.29084,
4/16/20,PR,Londrina,4113700,city,74,4,TRUE,569733,12.98854,0.0541
4/16/20,PR,Mandirituba,4114302,city,2,0,TRUE,26869,7.44352,
4/16/20,PR,Manoel Ribas,4114500,city,1,1,TRUE,13502,7.40631,1
4/16/20,PR,Marechal Cândido Rondon,4114609,city,2,0,TRUE,52944,3.77758,
4/16/20,PR,Maringá,4115200,city,32,5,TRUE,423666,7.55312,0.1562
4/16/20,PR,Mariópolis,4115309,city,2,0,TRUE,6610,30.25719,
4/16/20,PR,Marumbi,4115507,city,2,0,TRUE,4679,42.74418,
4/16/20,PR,Matinhos,4115705,city,2,0,TRUE,34720,5.76037,
4/16/20,PR,Medianeira,4115804,city,4,0,TRUE,46198,8.65838,
4/16/20,PR,Paiçandu,4117503,city,0,0,TRUE,41281,,
4/16/20,PR,Palmas,4117602,city,1,0,TRUE,50986,1.96132,
4/16/20,PR,Palmeira,4117701,city,2,0,TRUE,33877,5.90371,
4/16/20,PR,Paranaguá,4118204,city,10,2,TRUE,154936,6.45428,0.2
4/16/20,PR,Paranavaí,4118402,city,10,1,TRUE,88374,11.31555,0.1
4/16/20,PR,Pato Branco,4118501,city,7,1,TRUE,82881,8.44584,0.1429
4/16/20,PR,Peabiru,4118808,city,2,0,TRUE,13996,14.2898,
4/16/20,PR,Pinhais,4119152,city,13,1,TRUE,132157,9.83679,0.0769
4/16/20,PR,Pinhão,4119301,city,1,0,TRUE,32391,3.08728,
4/16/20,PR,Piraquara,4119509,city,3,0,TRUE,113036,2.65402,
4/16/20,PR,Ponta Grossa,4119905,city,6,0,TRUE,351736,1.70582,
4/16/20,PR,Primeiro de Maio,4120507,city,2,1,TRUE,11123,17.98076,0.5
4/16/20,PR,Quatiguá,4120705,city,2,1,TRUE,7449,26.84924,0.5
4/16/20,PR,Quatro Barras,4120804,city,1,0,TRUE,23559,4.24466,
4/16/20,PR,Quitandinha,4121208,city,2,0,TRUE,19049,10.49924,
4/16/20,PR,Rio Branco do Sul,4122206,city,3,0,TRUE,32397,9.26012,
4/16/20,PR,Rio Negro,4122305,city,2,0,TRUE,34170,5.85309,
4/16/20,PR,Rolândia,4122404,city,2,0,TRUE,66580,3.00391,
4/16/20,PR,Santa Cruz de Monte Castelo,4123303,city,1,0,TRUE,7800,12.82051,
4/16/20,PR,Santa Fé,4123402,city,7,1,TRUE,12037,58.15403,0.1429
4/16/20,PR,Santa Mônica,4123956,city,3,0,TRUE,3981,75.35795,
4/16/20,PR,Santana do Itararé,4124004,city,1,0,TRUE,4992,20.03205,
4/16/20,PR,Santo Antônio do Caiuá,4124202,city,2,0,TRUE,2641,75.72889,
4/16/20,PR,São João do Caiuá,4124905,city,0,0,TRUE,5855,,
4/16/20,PR,São João do Ivaí,4125001,city,5,0,TRUE,10219,48.92847,
4/16/20,PR,São José dos Pinhais,4125506,city,17,0,TRUE,323340,5.25762,
4/16/20,PR,São Manoel do Paraná,4125555,city,1,0,TRUE,2160,46.2963,
4/16/20,PR,Sarandi,4126256,city,2,0,TRUE,96688,2.06851,
4/16/20,PR,Sertaneja,4126405,city,1,0,TRUE,5284,18.92506,
4/16/20,PR,Telêmaco Borba,4127106,city,6,0,TRUE,78974,7.59744,
4/16/20,PR,Terra Boa,4127205,city,2,0,TRUE,17094,11.70001,
4/16/20,PR,Terra Rica,4127304,city,1,0,TRUE,16789,5.95628,
4/16/20,PR,Toledo,4127700,city,1,0,TRUE,140635,0.71106,
4/16/20,PR,Tupãssi,4127957,city,1,0,TRUE,8124,12.30921,
4/16/20,PR,Umuarama,4128104,city,2,0,TRUE,111557,1.79281,
4/16/20,PR,União da Vitória,4128203,city,3,0,TRUE,57517,5.21585,
4/16/20,PR,Verê,4128609,city,2,0,TRUE,7257,27.5596,
4/16/20,PR,Vitorino,4128708,city,1,0,TRUE,6838,14.62416,
4/16/20,RN,Acari,2400109,city,1,0,TRUE,11136,8.97989,
4/16/20,RN,Açu,2400208,city,16,1,TRUE,58017,27.57812,0.0625
4/16/20,RN,Apodi,2401008,city,5,1,TRUE,35845,13.94895,0.2
4/16/20,RN,Areia Branca,2401107,city,3,0,TRUE,27774,10.80147,
4/16/20,RN,Baía Formosa,2401404,city,1,0,TRUE,9271,10.78632,
4/16/20,RN,Barcelona,2401503,city,1,0,TRUE,3998,25.01251,
4/16/20,RN,Canguaretama,2402204,city,5,1,TRUE,34276,14.58747,0.2
4/16/20,RN,Caraúbas,2402303,city,1,0,TRUE,20493,4.87972,
4/16/20,RN,Carnaubais,2402501,city,1,0,TRUE,10759,9.29454,
4/16/20,RN,Ceará-Mirim,2402600,city,5,0,TRUE,73497,6.803,
4/16/20,RN,Cerro Corá,2402709,city,1,1,TRUE,11179,8.94534,1
4/16/20,RN,Coronel João Pessoa,2402907,city,1,0,TRUE,4912,20.35831,
4/16/20,RN,Currais Novos,2403103,city,1,0,TRUE,44786,2.23284,
4/16/20,RN,Encanto,2403301,city,1,0,TRUE,5638,17.73679,
4/16/20,RN,Extremoz,2403608,city,5,0,TRUE,28583,17.49292,
4/16/20,RN,Ipanguaçu,2404705,city,1,0,TRUE,15491,6.45536,
4/16/20,RN,Januário Cicco,2405306,city,1,0,TRUE,10181,9.82222,
4/16/20,RN,Lagoa de Pedras,2406304,city,1,1,TRUE,7544,13.25557,1
4/16/20,RN,Luís Gomes,2407005,city,1,0,TRUE,10116,9.88533,
4/16/20,RN,Macaíba,2407104,city,6,0,TRUE,80792,7.42648,
4/16/20,RN,Monte Alegre,2407807,city,2,0,TRUE,22451,8.90829,
4/16/20,RN,Mossoró,2408003,city,89,8,TRUE,297378,29.92824,0.0899
4/16/20,RN,Natal,2408102,city,204,5,TRUE,884122,23.07374,0.0245
4/16/20,RN,Nísia Floresta,2408201,city,1,0,TRUE,27602,3.62293,
4/16/20,RN,Parnamirim,2403251,city,57,0,TRUE,261469,21.79991,
4/16/20,RN,Passa e Fica,2409100,city,1,0,TRUE,13277,7.53182,
4/16/20,RN,Pau dos Ferros,2409407,city,1,0,TRUE,30394,3.29012,
4/16/20,RN,Santa Cruz,2411205,city,2,0,TRUE,39674,5.04108,
4/16/20,RN,Santo Antônio,2411502,city,4,0,TRUE,24136,16.57275,
4/16/20,RN,São Gonçalo do Amarante,2412005,city,28,2,TRUE,102400,27.34375,0.0714
4/16/20,RN,São José de Mipibu,2412203,city,2,0,TRUE,43899,4.55591,
4/16/20,RN,São Miguel do Gostoso,2412559,city,1,0,TRUE,10282,9.72573,
4/16/20,RN,São Pedro,2412708,city,1,0,TRUE,5971,16.74761,
4/16/20,RN,Serra de São Bento,2413300,city,1,0,TRUE,5762,17.35509,
4/16/20,RN,Taipu,2413904,city,1,1,TRUE,12279,8.14399,1
4/16/20,RN,Tenente Ananias,2414100,city,2,2,TRUE,10786,18.54256,1
4/16/20,RN,Tibau,2411056,city,2,0,TRUE,4106,48.70921,
4/16/20,SP,Macedônia,3528205,city,0,0,TRUE,3698,,
4/15/20,AM,São Gabriel da Cachoeira,1303809,city,0,0,TRUE,45564,,
4/15/20,CE,Jucás,2307403,city,4,0,TRUE,24833,16.1076,
4/15/20,CE,Trairi,2313500,city,1,0,TRUE,55918,1.78833,
4/15/20,ES,Afonso Cláudio,3200102,city,2,0,TRUE,30586,6.53894,
4/15/20,ES,Alfredo Chaves,3200300,city,2,0,TRUE,14601,13.69769,
4/15/20,ES,Alto Rio Novo,3200359,city,0,0,TRUE,7836,,
4/15/20,ES,Aracruz,3200607,city,7,0,TRUE,101220,6.91563,
4/15/20,ES,Boa Esperança,3201001,city,1,0,TRUE,15037,6.65026,
4/15/20,ES,Bom Jesus do Norte,3201100,city,1,0,TRUE,9936,10.06441,
4/15/20,ES,Cachoeiro de Itapemirim,3201209,city,8,0,TRUE,208972,3.82826,
4/15/20,ES,Cariacica,3201308,city,70,2,TRUE,381285,18.35897,0.0286
4/15/20,ES,Castelo,3201407,city,2,0,TRUE,37534,5.3285,
4/15/20,ES,Colatina,3201506,city,10,0,TRUE,122499,8.16333,
4/15/20,ES,Fundão,3202207,city,5,0,TRUE,21509,23.24608,
4/15/20,ES,Guarapari,3202405,city,4,0,TRUE,124859,3.20361,
4/15/20,ES,Ibiraçu,3202504,city,1,0,TRUE,12479,8.01346,
4/15/20,ES,Itapemirim,3202801,city,2,0,TRUE,34348,5.82276,
4/15/20,ES,Jerônimo Monteiro,3203106,city,1,0,TRUE,12192,8.2021,
4/15/20,ES,Linhares,3203205,city,13,1,TRUE,173555,7.49042,0.0769
4/15/20,ES,Nova Venécia,3203908,city,3,0,TRUE,50110,5.98683,
4/15/20,ES,Santa Leopoldina,3204500,city,1,0,TRUE,12224,8.18063,
4/15/20,ES,Santa Maria de Jetibá,3204559,city,2,0,TRUE,40431,4.9467,
4/15/20,ES,Santa Teresa,3204609,city,4,0,TRUE,23590,16.95634,
4/15/20,ES,São Gabriel da Palha,3204708,city,2,0,TRUE,37947,5.27051,
4/15/20,ES,São José do Calçado,3204807,city,2,0,TRUE,10556,18.94657,
4/15/20,ES,São Mateus,3204906,city,5,1,TRUE,130611,3.82816,0.2
4/15/20,ES,São Roque do Canaã,3204955,city,1,0,TRUE,12415,8.05477,
4/15/20,ES,Serra,3205002,city,183,7,TRUE,517510,35.36164,0.0383
4/15/20,ES,Sooretama,3205010,city,2,0,TRUE,30070,6.65115,
4/15/20,ES,Venda Nova do Imigrante,3205069,city,1,0,TRUE,25277,3.95617,
4/15/20,ES,Viana,3205101,city,7,0,TRUE,78239,8.94694,
4/15/20,ES,Vila Valério,3205176,city,1,0,TRUE,14080,7.10227,
4/15/20,ES,Vila Velha,3205200,city,216,4,TRUE,493838,43.73904,0.0185
4/15/20,ES,Vitória,3205309,city,175,6,TRUE,362097,48.32959,0.0343
4/10/20,RN,Caicó,2402006,city,0,0,TRUE,67952,,
4/6/20,RJ,Trajano de Moraes,3305901,city,0,0,TRUE,10626,,
3/30/20,RS,Camaquã,4303509,city,0,0,TRUE,66261,,